March 1 2017 Xuhui Air Quality Data,,,
Hour,PM2.5 (ug/m3),CO2 (ppm),AHR
8258,23,400,0.0078
8259,24,400,0.0083
8260,14,400,0.0083
8261,21,400,0.008
8262,16,400,0.0078
8263,11,400,0.0075
8264,13,400,0.007
8265,16,400,0.0064
8266,24,400,0.0062
8267,20,400,0.0058
8268,23,400,0.0053
8269,29,400,0.0049
8270,20,400,0.0048
8271,25,400,0.0051
8272,27,400,0.0048
8273,22,400,0.0051
8274,21,400,0.0053
8275,28,400,0.0059
8276,28,400,0.0059
8277,24,400,0.0061
8278,20,400,0.0063
8279,19,400,0.0065
8280,23,400,0.0071
8281,20,400,0.0074
8282,23,400,0.0081
8283,21,400,0.0096
8284,23,400,0.0099
8285,21,400,0.0102
8286,23,400,0.0105
8287,23,400,0.0103
8288,22,400,0.0099
8289,19,400,0.0093
8290,19,400,0.0085
8291,21,400,0.0077
8292,16,400,0.008
8293,16,400,0.0077
8294,17,400,0.0077
8295,22,400,0.0077
8296,17,400,0.0072
8297,20,400,0.0068
8298,16,400,0.0077
8299,19,400,0.0077
8300,23,400,0.0077
8301,18,400,0.0082
8302,23,400,0.0085
8303,17,400,0.01
8304,17,400,0.011
8305,11,400,0.012
8306,22,400,0.0128
8307,18,400,0.0135
8308,20,400,0.014
8309,16,400,0.0149
8310,21,400,0.0144
8311,37,400,0.0149
8312,30,400,0.0145
8313,37,400,0.014
8314,36,400,0.0128
8315,37,400,0.0116
8316,40,400,0.012
8317,42,400,0.0113
8318,32,400,0.0113
8319,51,400,0.0113
8320,52,400,0.0109
8321,48,400,0.0103
8322,55,400,0.0096
8323,57,400,0.0093
8324,46,400,0.0106
8325,46,400,0.0106
8326,44,400,0.0103
8327,50,400,0.0099
8328,55,400,0.0113
8329,69,400,0.0113
8330,79,400,0.0109
8331,71,400,0.0098
8332,52,400,0.0098
8333,48,400,0.0092
8334,46,400,0.0083
8335,44,400,0.0084
8336,34,400,0.0081
8337,29,400,0.0073
8338,31,400,0.0071
8339,36,400,0.0066
8340,35,400,0.0064
8341,39,400,0.0059
8342,28,400,0.0057
8343,28,400,0.0056
8344,18,400,0.0048
8345,26,400,0.0048
8346,27,400,0.0047
8347,38,400,0.0047
8348,38,400,0.0047
8349,32,400,0.0045
8350,23,400,0.0044
8351,21,400,0.0043
8352,18,400,0.0043
8353,17,400,0.005
8354,27,400,0.0047
8355,17,400,0.005
8356,11,400,0.005
8357,23,400,0.005
8358,27,400,0.0051
8359,30,400,0.005
8360,33,400,0.0047
8361,25,400,0.0047
8362,25,400,0.0041
8363,23,400,0.0039
8364,26,400,0.0035
8365,31,400,0.003
8366,24,400,0.0029
8367,26,400,0.0024
8368,29,400,0.0022
8369,28,400,0.0022
8370,24,400,0.0025
8371,26,400,0.0024
8372,33,400,0.0024
8373,28,400,0.0026
8374,29,400,0.0027
8375,33,400,0.0029
8376,36,400,0.0035
8377,34,400,0.0041
8378,54,400,0.0041
8379,53,400,0.005
8380,53,400,0.0052
8381,66,400,0.0058
8382,70,400,0.006
8383,73,400,0.0054
8384,74,400,0.0054
8385,74,400,0.0051
8386,80,400,0.0049
8387,76,400,0.0041
8388,83,400,0.0036
8389,72,400,0.0035
8390,74,400,0.0029
8391,65,400,0.0028
8392,73,400,0.0029
8393,74,400,0.0028
8394,81,400,0.003
8395,89,400,0.0033
8396,92,400,0.0032
8397,101,400,0.0035
8398,95,400,0.0031
8399,106,400,0.0038
8400,136,400,0.0045
8401,130,400,0.0053
8402,142,400,0.0058
8403,159,400,0.0062
8404,150,400,0.0069
8405,165,400,0.0072
8406,163,400,0.0072
8407,171,400,0.0071
8408,175,400,0.0072
8409,171,400,0.0063
8410,174,400,0.0057
8411,147,400,0.0048
8412,143,400,0.0042
8413,142,400,0.003
8414,144,400,0.0029
8415,126,400,0.003
8416,133,400,0.0029
8417,142,400,0.0029
8418,155,400,0.0032
8419,167,400,0.0037
8420,177,400,0.0038
8421,174,400,0.0038
8422,173,400,0.0038
8423,180,400,0.0041
8424,186,400,0.0055
8425,184,400,0.0061
8426,184,400,0.0074
8427,185,400,0.0093
8428,189,400,0.0099
8429,189,400,0.0106
8430,186,400,0.0106
8431,186,400,0.0106
8432,194,400,0.0096
8433,199,400,0.0091
8434,156,400,0.0082
8435,94,400,0.0065
8436,52,400,0.0059
8437,48,400,0.0058
8438,50,400,0.0054
8439,59,400,0.0056
8440,60,400,0.0054
8441,63,400,0.0047
8442,64,400,0.0052
8443,60,400,0.0049
8444,51,400,0.0056
8445,33,400,0.0061
8446,25,400,0.0063
8447,27,400,0.007
8448,24,400,0.0079
8449,31,400,0.0096
8450,31,400,0.0115
8451,25,400,0.013
8452,28,400,0.0134
8453,31,400,0.0134
8454,30,400,0.0134
8455,35,400,0.0134
8456,43,400,0.0123
8457,44,400,0.0116
8458,40,400,0.0102
8459,28,400,0.009
8460,35,400,0.0088
8461,27,400,0.008
8462,33,400,0.008
8463,31,400,0.0077
8464,30,400,0.0077
8465,42,400,0.0077
8466,59,400,0.0082
8467,80,400,0.0082
8468,98,400,0.008
8469,100,400,0.0077
8470,97,400,0.0072
8471,89,400,0.0079
8472,83,400,0.009
8473,69,400,0.0105
8474,66,400,0.0108
8475,64,400,0.013
8476,61,400,0.0139
8477,72,400,0.0152
8478,81,400,0.0152
8479,90,400,0.0144
8480,80,400,0.014
8481,60,400,0.0131
8482,56,400,0.0123
8483,49,400,0.0116
8484,68,400,0.0102
8485,66,400,0.0096
8486,57,400,0.0096
8487,66,400,0.009
8488,62,400,0.009
8489,84,400,0.0096
8490,66,400,0.01
8491,56,400,0.01
8492,56,400,0.0093
8493,52,400,0.0096
8494,64,400,0.0093
8495,58,400,0.01
8496,39,400,0.0103
8497,33,400,0.0106
8498,44,400,0.0117
8499,47,400,0.0117
8500,48,400,0.0117
8501,49,400,0.0128
8502,44,400,0.0128
8503,58,400,0.0117
8504,73,400,0.0117
8505,75,400,0.011
8506,64,400,0.0117
8507,58,400,0.0117
8508,48,400,0.0113
8509,50,400,0.0106
8510,49,400,0.0113
8511,48,400,0.0113
8512,40,400,0.0113
8513,38,400,0.011
8514,46,400,0.0113
8515,40,400,0.0116
8516,37,400,0.0109
8517,32,400,0.0116
8518,37,400,0.0119
8519,43,400,0.0123
8520,35,400,0.0131
8521,36,400,0.0135
8522,44,400,0.0134
8523,42,400,0.0138
8524,42,400,0.013
8525,44,400,0.0134
8526,32,400,0.0125
8527,24,400,0.0133
8528,34,400,0.0129
8529,35,400,0.0104
8530,34,400,0.0098
8531,28,400,0.0086
8532,21,400,0.0081
8533,37,400,0.0076
8534,31,400,0.0074
8535,27,400,0.0071
8536,44,400,0.0067
8537,56,400,0.0062
8538,35,400,0.006
8539,31,400,0.0062
8540,34,400,0.0065
8541,35,400,0.0069
8542,43,400,0.0072
8543,40,400,0.0072
8544,32,400,0.0077
8545,35,400,0.0079
8546,49,400,0.0079
8547,44,400,0.0082
8548,53,400,0.0077
8549,52,400,0.0079
8550,61,400,0
8551,73,400,0.0082
8552,81,400,0.0088
8553,100,400,0.0082
8554,100,400,0.0077
8555,109,400,0.0069
8556,127,400,0.0059
8557,130,400,0.0048
8558,113,400,0.0045
8559,105,400,0.0038
8560,92,400,0.0032
8561,122,400,0.0036
8562,149,400,0.0036
8563,167,400,0.0037
8564,174,400,0.004
8565,165,400,0.0041
8566,181,400,0.0043
8567,177,400,0.0044
8568,188,400,0.0047
8569,199,400,0.005
8570,203,400,0.0054
8571,193,400,0.0064
8572,198,400,0.0066
8573,189,400,0.0066
8574,186,400,0.0068
8575,209,400,0.0066
8576,205,400,0.0062
8577,197,400,0.0056
8578,167,400,0.0046
8579,152,400,0.0043
8580,132,400,0.004
8581,123,400,0.004
8582,99,400,0.0039
8583,88,400,0.0041
8584,93,400,0.0039
8585,85,400,0.0039
8586,86,400,0.0042
8587,95,400,0.0045
8588,108,400,0.0045
8589,94,400,0.0045
8590,87,400,0.0045
8591,50,400,0.0048
8592,48,400,0.0057
8593,45,400,0.0061
8594,45,400,0.0063
8595,47,400,0.0063
8596,39,400,0.0067
8597,38,400,0.0067
8598,36,400,0.0069
8599,29,400,0.0071
8600,26,400,0.0069
8601,27,400,0.0074
8602,25,400,0.0077
8603,28,400,0.0079
8604,22,400,0.0082
8605,25,400,0.0082
8606,19,400,0.0088
8607,22,400,0.0088
8608,19,400,0.0088
8609,18,400,0.0094
8610,26,400,0.0094
8611,22,400,0.0094
8612,19,400,0.0094
8613,23,400,0.0094
8614,20,400,0.0097
8615,15,400,0.01
8616,18,400,0.0094
8617,23,400,0.0091
8618,19,400,0.0097
8619,21,400,0.01
8620,18,400,0.01
8621,23,400,0.01
8622,24,400,0.01
8623,27,400,0.01
8624,28,400,0.0103
8625,19,400,0.0103
8626,21,400,0.01
8627,22,400,0.01
8628,29,400,0.01
8629,26,400,0.01
8630,23,400,0.011
8631,23,400,0.011
8632,20,400,0.0106
8633,20,400,0.0106
8634,24,400,0.0106
8635,27,400,0.0106
8636,24,400,0.011
8637,22,400,0.0102
8638,29,400,0.0099
8639,21,400,0.01
8640,21,400,0.0093
8641,14,400,0.009
8642,17,400,0.0084
8643,14,400,0.0084
8644,20,400,0.0079
8645,13,400,0.0076
8646,12,400,0.0076
8647,14,400,0.0076
8648,30,400,0.0076
8649,33,400,0.0071
8650,29,400,0.0062
8651,48,400,0.0062
8652,36,400,0.0054
8653,37,400,0.005
8654,32,400,0.0048
8655,24,400,0.0047
8656,17,400,0.0045
8657,18,400,0.0045
8658,11,400,0.004
8659,17,400,0.0045
8660,15,400,0.0041
8661,14,400,0.0041
8662,18,400,0.0041
8663,26,400,0.0044
8664,32,400,0.0049
8665,32,400,0.0048
8666,45,400,0.0047
8667,49,400,0.0049
8668,58,400,0.0051
8669,58,400,0.0053
8670,60,400,0.0053
8671,70,400,0.0051
8672,75,400,0.0051
8673,64,400,0.0048
8674,34,400,0.0044
8675,30,400,0.0044
8676,33,400,0.004
8677,23,400,0.0036
8678,25,400,0.0034
8679,23,400,0.003
8680,20,400,0.0032
8681,25,400,0.0033
8682,25,400,0.0033
8683,26,400,0.0036
8684,27,400,0.0039
8685,29,400,0.0042
8686,31,400,0.0043
8687,32,400,0.0045
8688,34,400,0.0046
8689,40,400,0.005
8690,40,400,0.0053
8691,42,400,0.0057
8692,51,400,0.006
8693,44,400,0.0062
8694,52,400,0.0062
8695,55,400,0.0063
8696,56,400,0.0056
8697,53,400,0.0049
8698,57,400,0.0043
8699,55,400,0.0035
8700,43,400,0.003
8701,39,400,0.0029
8702,44,400,0.003
8703,52,400,0.0029
8704,45,400,0.0029
8705,43,400,0.0031
8706,38,400,0.0031
8707,36,400,0.0031
8708,44,400,0.0032
8709,32,400,0.003
8710,34,400,0.0032
8711,40,400,0.0035
8712,44,400,0.0037
8713,31,400,0.0047
8714,38,400,0.0049
8715,35,400,0.0052
8716,43,400,0.0056
8717,60,400,0.0062
8718,66,400,0.0062
8719,58,400,0.0058
8720,66,400,0.0058
8721,73,400,0.0063
8722,72,400,0.0057
8723,85,400,0.005
8724,88,400,0.0039
8725,96,400,0.0032
8726,106,400,0.0032
8727,118,400,0.0029
8728,108,400,0.0028
8729,98,400,0.0028
8730,94,400,0.003
8731,86,400,0.003
8732,97,400,0.0032
8733,83,400,0.0034
8734,83,400,0.0037
8735,85,400,0.0038
8736,82,400,0.0048
8737,87,400,0.0059
8738,81,400,0.0065
8739,88,400,0.0077
8740,78,400,0.0088
8741,80,400,0.0088
8742,80,400,0.0093
8743,81,400,0.0093
8744,80,400,0.0087
8745,75,400,0.0085
8746,47,400,0.0082
8747,45,400,0.0065
8748,34,400,0.0061
8749,42,400,0.0052
8750,33,400,0.0044
8751,70,400,0.0038
8752,30,400,0.0038
8753,32,400,0.003
8754,30,400,0.0035
8755,35,400,0.004
8756,44,400,0.0044
8757,32,400,0.0044
8758,37,400,0.0047
8759,30,400,0.0048
8760,35,400,0.0059
8761,38,400,0.0088
8762,31,400,0.0087
8763,29,400,0.0099
8764,38,400,0.0106
8765,44,400,0.0113
8766,41,400,0.0116
8767,44,400,0.0116
8768,55,400,0.0109
8769,55,400,0.0103
8770,70,400,0.009
8771,65,400,0.0082
8772,72,400,0.0072
8773,74,400,0.0065
8774,76,400,0.0063
8775,82,400,0.0056
8776,81,400,0.0052
8777,47,400,0.0049
8778,38,400,0.0052
8779,43,400,0.0052
8780,40,400,0.0054
8781,35,400,0.0056
8782,39,400,0.0059
8783,44,400,0.0062
